29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:04
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
29145912;2017-09-25;01:04;123456;1;1;1;'C';88;0;2017-09-25;01:05
